
dilan@gmail.com,2026-04-12T17:46:52.747201,Happy,good,9,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Loved,good,5,sanirim asik oldum uzun boylu birisine,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Confident,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Excited,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Calm,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Grateful,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Hopeful,good,5,inshallah olacak artk,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Motivated,good,10,cok moiveyim her seyi yapabilirim,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Peaceful,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Inspired,good,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Sad,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Angry,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Anxious,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Tired,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Confused,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Disappointed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Stressed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Numb,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Overwhelmed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:46:52.747201,Lonely,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Happy,good,9,yaptik kral oldu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! :))))),59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Loved,good,5,sanirim asik oldum uzun boylu birisine,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Confident,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Excited,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Calm,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Grateful,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Hopeful,good,5,inshallah olacak artk,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Motivated,good,10,cok moiveyim her seyi yapabilirim,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Peaceful,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Inspired,good,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Sad,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Angry,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Anxious,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Tired,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Confused,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Disappointed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Stressed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Numb,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Overwhelmed,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:49:00.154719,Lonely,bad,5,,59,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Happy,good,9,yaptik kral oldu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! :))))),64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Loved,good,5,sanirim asik oldum uzun boylu birisine,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Confident,good,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Excited,good,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Calm,good,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Grateful,good,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Hopeful,good,5,inshallah olacak artk,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Motivated,good,10,cok moiveyim her seyi yapabilirim,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Peaceful,good,10,meditasyon yaptik COK iyi geldi,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Inspired,good,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Sad,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Angry,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Anxious,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Tired,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Confused,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Disappointed,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Stressed,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Numb,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Overwhelmed,bad,5,,64,50
dilan@gmail.com,2026-04-12T17:54:59.269532,Lonely,bad,5,,64,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Happy,good,10,denemee,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Loved,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Confident,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Excited,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Calm,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Grateful,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Hopeful,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Motivated,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Peaceful,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Inspired,good,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Sad,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Angry,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Anxious,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Tired,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Confused,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Disappointed,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Stressed,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Numb,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Overwhelmed,bad,5,,55,50
ddeneme@gmail.com,2026-04-12T19:51:24.885456,Lonely,bad,5,,55,50
deneme4@gmail.com,2026-04-13T15:10:20.350790,Happy,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Loved,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Confident,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Excited,good,10,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Calm,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Grateful,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Hopeful,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Motivated,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Peaceful,good,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Inspired,good,10,slhbldnlngn,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Sad,bad,2,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Angry,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Anxious,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Tired,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Confused,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Disappointed,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Stressed,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Numb,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Overwhelmed,bad,5,,60,47
deneme4@gmail.com,2026-04-13T15:10:20.350790,Lonely,bad,5,,60,47
